FW,1024,2.2285
FW,2048,18.1206
FW,4096,148.1570
FW,1024,1.1517
FW,2048,8.8183
FW,4096,75.7780
FW,1024,0.6447
FW,2048,4.5785
FW,4096,37.7320
FW,1024,0.3642
FW,2048,2.4675
FW,4096,19.6185
FW,1024,0.2121
FW,2048,1.3469
FW,4096,10.4474
FW,1024,0.1993
FW,2048,1.2696
FW,4096,10.8491
FW,1024,0.2240
FW,2048,0.8697
FW,4096,6.5746
