FW_SR,1024,32,0.8643
FW_SR,2048,32,6.6755
FW_SR,4096,32,55.5138
FW_SR,1024,64,0.6608
FW_SR,2048,64,5.2304
FW_SR,4096,64,41.5281
FW_SR,1024,128,0.6483
FW_SR,2048,128,4.7462
FW_SR,4096,128,36.4884
FW_SR,1024,32,0.5125
FW_SR,2048,32,3.6493
FW_SR,4096,32,28.7511
FW_SR,1024,64,0.4312
FW_SR,2048,64,2.9215
FW_SR,4096,64,22.6672
FW_SR,1024,128,0.5204
FW_SR,2048,128,3.1509
FW_SR,4096,128,21.4591
FW_SR,1024,32,0.5257
FW_SR,2048,32,3.7014
FW_SR,4096,32,30.3516
FW_SR,1024,64,0.4386
FW_SR,2048,64,3.0210
FW_SR,4096,64,22.3498
FW_SR,1024,128,0.5374
FW_SR,2048,128,3.3468
FW_SR,4096,128,22.4050
FW_SR,1024,32,0.5491
FW_SR,2048,32,3.8868
FW_SR,4096,32,29.8393
FW_SR,1024,64,0.4684
FW_SR,2048,64,3.1652
FW_SR,4096,64,23.0901
FW_SR,1024,128,0.5671
FW_SR,2048,128,3.3410
FW_SR,4096,128,22.8872
FW_SR,1024,32,0.5865
FW_SR,2048,32,3.9557
FW_SR,4096,32,30.8299
FW_SR,1024,64,0.4972
FW_SR,2048,64,3.2652
FW_SR,4096,64,23.1034
FW_SR,1024,128,0.5589
FW_SR,2048,128,3.6090
FW_SR,4096,128,23.0865
FW_SR,1024,32,0.5804
FW_SR,2048,32,3.8901
FW_SR,4096,32,31.4011
FW_SR,1024,64,0.5008
FW_SR,2048,64,3.2310
FW_SR,4096,64,25.3919
FW_SR,1024,128,0.5837
FW_SR,2048,128,3.8491
FW_SR,4096,128,23.6280
FW_SR,1024,32,0.8363
FW_SR,2048,32,5.1601
FW_SR,4096,32,34.4212
FW_SR,1024,64,0.6033
FW_SR,2048,64,3.9995
FW_SR,4096,64,26.0122
FW_SR,1024,128,0.6668
FW_SR,2048,128,3.9982
FW_SR,4096,128,24.9762
