FW_TILED,1024,64,0.6655
FW_TILED,2048,64,5.0122
FW_TILED,4096,64,39.8277
FW_TILED,1024,64,0.6644
FW_TILED,2048,64,4.9891
FW_TILED,4096,64,40.8415
FW_TILED,1024,64,0.6528
FW_TILED,2048,64,5.0093
FW_TILED,4096,64,39.7467
FW_TILED,1024,64,0.6624
FW_TILED,2048,64,5.0240
FW_TILED,4096,64,39.8189
FW_TILED,1024,64,0.6492
FW_TILED,2048,64,5.0014
FW_TILED,4096,64,39.7409
FW_TILED,1024,64,0.6625
FW_TILED,2048,64,4.9889
FW_TILED,4096,64,39.8280
FW_TILED,1024,64,0.6357
FW_TILED,2048,64,4.9838
FW_TILED,4096,64,40.6085
